manufacturer,model,age,odometer,fuel,transmission,engine_cc,max_power,seats,price,region,type,cylinders,drive
toyota,fortuner,3,35000,diesel,automatic,2755,174.5,7,2950000,,,,
maruti,swift,9,48000,diesel,manual,1248,74.0,5,400000,,,,
renault,duster,6,68000,diesel,manual,1461,83.8,5,550000,,,,
honda,civic,2,23000,petrol,automatic,1799,130.2,5,1519000,,,,
maruti,swift dzire,3,31500,diesel,automatic,1248,74.02,5,740000,,,,
honda,amaze,8,73000,diesel,manual,1498,98.6,5,325000,,,,
hyundai,grand,1,10000,petrol,automatic,1197,81.86,5,600000,,,,
honda,amaze,8,208000,diesel,manual,1498,98.6,5,300000,,,,
hyundai,i10,11,30000,petrol,manual,1197,78.9,5,300000,,,,
maruti,wagon r,5,83000,cng,manual,998,58.16,5,345000,,,,
mahindra,scorpio,3,60000,diesel,manual,2523,75.0,7,900000,,,,
mahindra,xuv500,5,83000,diesel,manual,1997,140.0,7,1025000,,,,
isuzu,d-max,4,58132,diesel,manual,2499,134.0,5,1450000,,,,
maruti,swift,6,34000,petrol,manual,1197,81.8,5,400000,,,,
honda,amaze,7,45120,diesel,manual,1498,98.6,5,367000,,,,
hyundai,grand,2,15000,petrol,automatic,1197,81.86,5,535000,,,,
maruti,ertiga,2,15000,petrol,manual,1462,103.0,7,805000,,,,
mg,hector,1,1000,petrol,manual,1451,141.0,5,1488000,,,,
hyundai,i10,9,64000,petrol,manual,1197,78.9,5,250000,,,,
mercedes-benz,e-class,10,98000,diesel,automatic,2143,203.0,5,700000,,,,
maruti,vitara,5,65000,diesel,manual,1248,88.5,5,675000,,,,
maruti,swift,6,84000,diesel,manual,1248,74.0,5,425000,,,,
maruti,alto,6,33000,petrol,manual,796,47.3,5,260000,,,,
honda,city,5,55670,petrol,manual,1497,117.3,5,700000,,,,
maruti,baleno,4,50000,diesel,manual,1248,74.0,5,560000,,,,
hyundai,verna,15,148000,diesel,manual,1493,110.0,5,155000,,,,
porsche,cayenne,5,47000,diesel,automatic,2967,240.0,5,5975000,,,,
maruti,ertiga,2,18000,petrol,manual,1462,103.26,7,800000,,,,
bmw,3,10,52420,diesel,automatic,1995,190.0,5,750000,,,,
hyundai,grand,6,10000,petrol,manual,1197,82.0,5,350000,,,,
toyota,innova,5,40000,diesel,manual,2393,147.8,8,1380000,,,,
mahindra,scorpio,6,50000,diesel,manual,2179,120.0,7,1000000,,,,
maruti,ertiga,3,50000,petrol,manual,1373,91.1,7,700000,,,,
maruti,swift dzire,12,76963,petrol,manual,1298,85.8,5,230000,,,,
bmw,5,5,52890,diesel,automatic,1995,190.0,5,2800000,,,,
maruti,alto,5,45000,cng,manual,796,47.3,5,350000,,,,
maruti,baleno,3,25000,diesel,manual,1248,74.0,5,825000,,,,
renault,kwid,3,10103,petrol,manual,799,53.3,5,325000,,,,
bmw,x1,7,24000,diesel,automatic,1995,184.0,5,1675000,,,,
mahindra,xuv500,7,47240,diesel,manual,2179,140.0,7,800000,,,,
maruti,celerio,2,30000,petrol,manual,998,67.04,5,400000,,,,
toyota,innova,3,58000,diesel,manual,2393,147.51,7,1750000,,,,
audi,a4,8,65000,diesel,automatic,1968,147.51,5,1200000,,,,
hyundai,i20,6,35213,diesel,manual,1396,88.73,5,535000,,,,
hyundai,grand,6,35000,petrol,manual,1197,82.0,5,356000,,,,
mahindra,xuv500,9,92000,diesel,manual,2179,140.0,7,550000,,,,
maruti,eeco,3,34500,cng,manual,1196,61.7,5,360000,,,,
maruti,ertiga,4,50000,diesel,manual,1248,88.5,7,700000,,,,
hyundai,grand,5,30000,petrol,manual,1197,82.0,5,390000,,,,
toyota,fortuner,9,51000,diesel,automatic,2982,168.7,7,1245000,,,,
mahindra,xuv500,4,60000,diesel,automatic,2179,140.0,7,1150000,,,,
maruti,wagon r,10,83000,petrol,manual,998,67.1,5,180000,,,,
skoda,rapid,7,70000,petrol,manual,1598,103.52,5,425000,,,,
ford,freestyle,2,50000,petrol,manual,1194,94.68,5,650000,,,,
maruti,swift,9,60000,diesel,manual,1248,74.0,5,400000,,,,
honda,city,12,51000,petrol,manual,1497,118.0,5,275000,,,,
maruti,alto,10,40000,petrol,manual,796,46.3,5,170000,,,,
skoda,superb,11,100000,petrol,manual,1798,157.8,5,235000,,,,
mercedes-benz,c-class,10,160000,diesel,automatic,2143,170.0,5,700000,,,,
maruti,alto,7,70000,petrol,manual,998,67.05,5,250000,,,,
maruti,swift,8,70000,petrol,manual,1197,85.8,5,350000,,,,
hyundai,i20,5,50000,petrol,manual,1197,81.83,5,480000,,,,
maruti,swift dzire,4,30000,petrol,automatic,1197,81.8,5,690000,,,,
maruti,ciaz,6,60000,diesel,manual,1248,88.5,5,670000,,,,
maruti,alto,10,50000,petrol,manual,998,67.1,5,250000,,,,
mahindra,scorpio,4,42000,diesel,manual,2523,75.0,7,935000,,,,
hyundai,verna,2,15000,petrol,manual,1591,121.3,5,1030000,,,,
maruti,wagon r,16,33650,petrol,manual,998,67.1,5,110000,,,,
hyundai,i20,6,35000,petrol,manual,1197,81.83,5,470000,,,,
maruti,swift,6,30000,petrol,manual,1197,81.8,5,370000,,,,
maruti,celerio,3,100000,petrol,automatic,998,67.04,5,450000,,,,
maruti,wagon r,5,58000,cng,manual,998,58.2,5,275000,,,,
maruti,swift dzire,2,4000,petrol,automatic,1197,81.8,5,731000,,,,
maruti,wagon r,5,60000,petrol,manual,998,67.04,5,380000,,,,
tata,nexon,3,60000,diesel,manual,1497,108.5,5,900000,,,,
honda,amaze,5,34000,petrol,manual,1198,86.7,5,500000,,,,
datsun,go,4,42000,petrol,manual,1198,67.06,5,330000,,,,
tata,hexa,3,60000,diesel,manual,2179,153.86,7,1400000,,,,
hyundai,verna,8,80000,diesel,manual,1582,126.3,5,540000,,,,
mahindra,bolero,13,120000,diesel,manual,2523,63.0,7,375000,,,,
toyota,fortuner,5,50000,petrol,automatic,2694,163.7,7,2600000,,,,
ford,ecosport,5,35200,petrol,automatic,1496,120.69,5,725000,,,,
hyundai,i20,1,3700,petrol,manual,1197,81.86,5,765000,,,,
maruti,wagon r,5,25000,petrol,manual,998,67.04,5,380000,,,,
toyota,fortuner,4,64000,diesel,automatic,2755,174.5,7,2625000,,,,
mahindra,xuv500,8,50000,diesel,manual,2179,140.0,7,621000,,,,
maruti,swift dzire,2,15000,petrol,manual,1197,81.8,5,600000,,,,
mahindra,xuv300,2,30000,petrol,manual,1197,110.0,5,1130000,,,,
maruti,swift dzire,1,35000,petrol,manual,1197,81.8,5,670000,,,,
ford,endeavour,4,62876,diesel,automatic,3198,197.0,7,2875000,,,,
honda,amaze,6,70000,diesel,manual,1498,98.6,5,350000,,,,
maruti,swift dzire,6,84003,diesel,manual,1248,74.0,5,530000,,,,
mahindra,thar,4,55000,diesel,manual,2498,105.0,6,850000,,,,
maruti,alto,5,42000,cng,manual,796,40.3,4,260000,,,,
maruti,alto,8,31000,petrol,manual,998,67.1,5,230000,,,,
ford,ecosport,8,80000,diesel,manual,1498,89.84,5,475000,,,,
tata,nexon,2,6000,petrol,manual,1198,108.5,5,750000,,,,
land rover,rover,2,12000,diesel,automatic,2179,147.5,5,4000000,,,,
skoda,superb,8,65000,diesel,manual,1968,138.1,5,499000,,,,
honda,jazz,4,30000,petrol,manual,1199,88.7,5,525000,,,,
hyundai,i20,7,10000,petrol,manual,1197,81.83,5,535000,,,,
maruti,dzire vxi,5,62150,petrol,manual,1197,88.5,5,485000,,,,
mahindra,xuv500,6,47300,diesel,manual,2179,140.0,7,745000,,,,
ford,aspire,6,63000,diesel,manual,1498,99.0,5,475000,,,,
hyundai,grand,7,80000,diesel,manual,1120,70.0,5,300000,,,,
volvo,s90,5,20400,diesel,automatic,1969,190.0,5,3650000,,,,
maruti,alto,5,71000,petrol,manual,796,47.3,5,299000,,,,
maruti,ertiga,4,52000,diesel,manual,1248,88.5,7,695000,,,,
hyundai,i20,8,70000,petrol,manual,1197,82.85,5,400000,,,,
hyundai,grand,1,20000,petrol,manual,1197,81.86,5,650000,,,,
hyundai,grand,6,70000,diesel,manual,1120,70.0,5,455000,,,,
maruti,wagon r,13,100000,petrol,manual,1061,67.0,5,150000,,,,
honda,amaze,3,50000,petrol,manual,1198,86.7,5,550000,,,,
hyundai,i20,6,67000,diesel,manual,1396,88.73,5,500000,,,,
hyundai,verna,8,70000,diesel,manual,1582,126.3,5,365000,,,,
honda,amaze,2,21100,petrol,automatic,1199,88.7,5,775000,,,,
hyundai,grand,6,50000,petrol,manual,1197,82.0,5,310000,,,,
hyundai,venue,2,27594,petrol,manual,998,118.35,5,995000,,,,
hyundai,i10,9,70000,petrol,manual,1086,68.05,5,190000,,,,
toyota,innova,5,37000,diesel,automatic,2755,171.5,7,1575000,,,,
honda,wr-v,2,25000,petrol,manual,1199,88.7,5,906000,,,,
ford,ecosport,4,35000,diesel,manual,1498,98.96,5,785000,,,,
maruti,alto,10,11266,petrol,manual,998,67.1,5,235000,,,,
maruti,xl6,2,12005,petrol,automatic,1462,103.2,6,1200000,,,,
mahindra,bolero,8,80000,diesel,manual,2523,62.1,7,470000,,,,
honda,city,10,119000,petrol,manual,1497,118.0,5,400000,,,,
kia,seltos,1,3500,petrol,automatic,1497,113.4,5,1490000,,,,
maruti,baleno,2,11000,petrol,manual,1197,83.1,5,535000,,,,
skoda,rapid,5,47612,diesel,manual,1498,108.6,5,590000,,,,
renault,kwid,5,41000,petrol,manual,799,53.3,5,235000,,,,
hyundai,creta,2,21000,petrol,manual,1591,121.3,5,1250000,,,,
maruti,wagon r,6,120000,petrol,manual,998,67.04,5,300000,,,,
bmw,x1,2,22450,diesel,automatic,1995,190.0,5,3011000,,,,
maruti,swift,1,10000,petrol,manual,1197,81.8,5,615000,,,,
renault,kwid,5,50000,petrol,manual,799,53.3,5,250000,,,,
mahindra,xuv500,6,42000,diesel,manual,2179,140.0,7,925000,,,,
maruti,swift dzire,2,14000,diesel,manual,1248,73.9,5,725000,,,,
renault,kwid,3,10000,petrol,manual,999,67.0,5,350000,,,,
maruti,wagon r,4,70000,petrol,manual,998,67.04,5,360000,,,,
honda,city,6,70000,diesel,manual,1498,98.6,5,700000,,,,
mahindra,xuv500,3,50000,diesel,automatic,2179,152.87,7,1300000,,,,
volkswagen,polo,10,64471,petrol,manual,1598,103.5,5,285000,,,,
maruti,wagon r,17,50000,petrol,manual,998,67.1,5,62000,,,,
maruti,ignis,3,20000,petrol,automatic,1197,81.8,5,550000,,,,
honda,amaze,4,33869,petrol,manual,1198,86.7,5,527000,,,,
mahindra,bolero,9,63497,diesel,manual,2523,62.1,7,396000,,,,
maruti,swift dzire,7,70000,petrol,manual,1197,85.8,5,384000,,,,
hyundai,i10,12,67000,petrol,manual,1197,78.9,5,210000,,,,
maruti,swift,6,50000,diesel,manual,1248,74.0,5,500000,,,,
datsun,redigo,3,20000,petrol,manual,799,53.64,5,210000,,,,
hyundai,verna,9,57000,petrol,manual,1591,121.3,5,425000,,,,
mahindra,bolero,10,30000,diesel,manual,2523,63.0,7,425000,,,,
maruti,swift dzire,3,80000,diesel,automatic,1248,74.02,5,495000,,,,
maruti,alto,5,50000,petrol,manual,796,47.3,5,220000,,,,
tata,safari,10,190000,diesel,manual,2179,138.1,7,218000,,,,
mahindra,bolero,3,60000,diesel,manual,2523,62.1,7,750000,,,,
maruti,ciaz,4,60000,petrol,automatic,1373,91.1,5,715000,,,,
audi,a6,7,21000,diesel,automatic,1968,174.33,5,1800000,,,,
maruti,alto,1,5000,petrol,manual,796,47.3,5,350000,,,,
renault,kwid,2,25000,petrol,manual,799,53.3,5,300000,,,,
maruti,alto,11,100000,petrol,manual,998,67.1,5,168000,,,,
land rover,rover,9,175000,diesel,automatic,2993,241.6,7,2500000,,,,
mercedes-benz,e-class,9,86500,diesel,automatic,2143,203.0,5,1400000,,,,
maruti,swift dzire,9,120000,diesel,manual,1248,73.9,5,350000,,,,
hyundai,verna,8,76300,diesel,manual,1582,126.32,5,480000,,,,
renault,kwid,2,10000,petrol,automatic,999,67.0,5,400000,,,,
hyundai,grand,2,36000,petrol,manual,1197,81.86,5,495000,,,,
mahindra,kuv,5,26000,petrol,manual,1198,82.0,6,420000,,,,
maruti,swift dzire,3,100000,diesel,manual,1248,74.0,5,531000,,,,
ford,ecosport,2,4000,petrol,manual,1497,121.36,5,800000,,,,
maruti,swift dzire,6,86000,diesel,manual,1248,74.0,5,550000,,,,
volkswagen,vento,9,81000,diesel,manual,1598,103.6,5,465000,,,,
maruti,alto,9,41321,petrol,manual,796,46.3,5,185000,,,,
mahindra,bolero,10,46000,diesel,manual,2523,63.0,7,340000,,,,
honda,city,12,75000,petrol,manual,1497,100.0,5,340000,,,,
maruti,wagon r,12,113000,petrol,manual,998,67.05,5,135000,,,,
hyundai,verna,3,15000,diesel,automatic,1582,126.2,5,1225000,,,,
honda,amaze,6,16942,petrol,manual,1198,86.7,5,439000,,,,
honda,jazz,5,29484,petrol,manual,1199,88.7,5,465000,,,,
maruti,swift dzire,6,84405,diesel,manual,1248,74.0,5,530000,,,,
maruti,swift dzire,4,30000,petrol,manual,1197,81.8,5,650000,,,,
maruti,swift,4,14838,petrol,manual,1197,81.8,5,525000,,,,
honda,city,3,31318,petrol,manual,1497,117.3,5,885000,,,,
maruti,wagon r,14,63000,petrol,manual,998,67.05,5,120000,,,,
toyota,innova,9,120000,diesel,manual,2494,100.0,7,860000,,,,
maruti,vitara,5,50000,diesel,manual,1248,88.5,5,810000,,,,
maruti,swift dzire,9,74600,diesel,manual,1248,73.9,5,410000,,,,
tata,safari,12,80000,diesel,manual,2179,138.1,7,175000,,,,
maruti,swift dzire,6,66000,petrol,manual,1197,83.14,5,400000,,,,
honda,city,3,31543,petrol,manual,1497,116.3,5,875000,,,,
toyota,innova,3,80000,diesel,manual,2393,147.8,8,1350000,,,,
maruti,swift,7,60000,diesel,manual,1248,74.0,5,450000,,,,
honda,city,6,50000,diesel,manual,1498,98.6,5,700000,,,,
audi,q7,8,28000,diesel,automatic,2967,241.4,7,2650000,,,,
maruti,swift dzire,9,60000,petrol,manual,1197,85.8,5,350000,,,,
maruti,celerio,3,18000,petrol,manual,998,67.0,5,460000,,,,
maruti,alto,10,35000,petrol,manual,998,67.1,5,220000,,,,
hyundai,creta,4,48000,diesel,manual,1582,126.2,5,990000,,,,
mahindra,scorpio,5,50000,diesel,manual,1997,120.0,7,950000,,,,
mahindra,bolero,9,120000,diesel,manual,2523,62.1,7,460000,,,,
maruti,eeco,9,20000,cng,manual,1196,73.0,5,220000,,,,
mahindra,thar,3,50000,diesel,manual,2498,105.0,6,900000,,,,
volkswagen,vento,6,53837,petrol,automatic,1197,103.2,5,575000,,,,
toyota,fortuner,6,48000,diesel,automatic,2982,168.5,7,1930000,,,,
maruti,swift,8,32000,petrol,manual,1197,85.8,5,475000,,,,
renault,triber,1,1784,petrol,manual,999,71.0,7,660000,,,,
bmw,3,10,98955,diesel,automatic,1995,170.0,5,575000,,,,
toyota,innova,8,52000,diesel,manual,2494,100.0,7,625000,,,,
hyundai,creta,3,39000,petrol,automatic,1591,121.3,5,1250000,,,,
mahindra,kuv,5,78000,diesel,manual,1198,77.0,6,425000,,,,
datsun,go,5,58000,petrol,manual,1198,67.0,7,460000,,,,
audi,a4,3,34500,diesel,automatic,1968,187.74,5,3000000,,,,
volkswagen,polo,11,60000,petrol,manual,1198,73.9,5,200000,,,,
maruti,alto,8,76000,petrol,manual,998,67.1,5,211000,,,,
maruti,ertiga,6,51000,diesel,manual,1248,88.76,7,600000,,,,
bmw,3,7,23746,diesel,automatic,1995,190.0,5,1600000,,,,
maruti,alto,10,55780,petrol,manual,998,67.1,5,220000,,,,
mahindra,scorpio,4,100000,diesel,manual,1997,120.0,7,880000,,,,
hyundai,i10,9,73000,petrol,manual,1086,68.05,5,240000,,,,
mahindra,scorpio,4,20000,diesel,manual,2523,75.0,7,800000,,,,
tata,tiago,4,42000,diesel,manual,1047,69.0,5,435000,,,,
maruti,alto,14,52235,petrol,manual,796,46.3,5,110000,,,,
renault,duster,7,56000,diesel,manual,1461,83.8,5,450000,,,,
maruti,alto,9,37000,petrol,manual,998,67.1,5,250000,,,,
maruti,swift dzire,8,70000,diesel,manual,1248,74.0,5,385000,,,,
maruti,swift dzire,8,138000,diesel,manual,1248,74.0,5,400000,,,,
maruti,eeco,3,22000,cng,manual,1196,61.7,5,480000,,,,
honda,amaze,6,41604,petrol,manual,1198,86.7,5,400000,,,,
maruti,ciaz,4,70000,diesel,manual,1498,93.87,5,650000,,,,
jaguar,xf,8,30150,diesel,automatic,2179,187.7,5,2011000,,,,
ford,ecosport,4,39884,diesel,manual,1498,98.96,5,880000,,,,
datsun,redigo,4,40000,petrol,manual,999,67.0,5,295000,,,,
mahindra,thar,6,27000,diesel,manual,2498,105.0,6,800000,,,,
hyundai,i10,12,67000,petrol,manual,1086,68.05,5,150000,,,,
honda,amaze,3,25000,petrol,automatic,1199,88.7,5,550000,,,,
toyota,fortuner,7,50000,diesel,manual,2982,168.5,7,2000000,,,,
honda,amaze,8,75000,diesel,manual,1498,98.6,5,325000,,,,
mahindra,scorpio,7,80000,diesel,manual,2179,120.0,8,555000,,,,
ford,ecosport,6,58000,diesel,manual,1498,98.96,5,570000,,,,
renault,kwid,3,22000,petrol,manual,999,67.0,5,306000,,,,
maruti,celerio,5,62000,petrol,automatic,998,67.04,5,415000,,,,
toyota,fortuner,3,28000,diesel,automatic,2755,174.5,7,3200000,,,,
maruti,swift,9,41000,petrol,manual,1197,85.8,5,300000,,,,
maruti,ertiga,9,65000,diesel,manual,1248,88.76,7,430000,,,,
maruti,alto,5,10000,petrol,manual,998,67.05,5,315000,,,,
honda,city,7,55000,diesel,manual,1498,98.6,5,549000,,,,
maruti,swift dzire,5,47000,petrol,manual,1197,81.8,5,475000,,,,
honda,city,7,144000,diesel,manual,1498,98.6,5,410000,,,,
maruti,ciaz,5,20500,petrol,automatic,1373,91.1,5,795000,,,,
hyundai,i20,5,30000,diesel,manual,1396,88.73,5,820000,,,,
mahindra,scorpio,9,32208,diesel,manual,2523,75.0,8,625000,,,,
datsun,go,3,68000,petrol,manual,1198,67.0,5,370000,,,,
maruti,swift,7,90000,diesel,manual,1248,74.0,5,350000,,,,
lexus,es,4,34000,petrol,automatic,2487,214.56,5,4100000,,,,
maruti,swift,2,14499,petrol,manual,1197,81.8,5,535000,,,,
hyundai,venue,2,34000,petrol,automatic,998,118.35,5,1050000,,,,
tata,tiago,5,17500,diesel,manual,1047,69.0,5,400000,,,,
maruti,eeco,6,39900,cng,manual,1196,73.0,5,275000,,,,
maruti,alto,16,120000,petrol,manual,796,46.3,5,95000,,,,
jeep,wrangler,4,40000,petrol,automatic,3604,280.0,5,4875000,,,,
maruti,swift dzire,8,90000,diesel,manual,1248,74.0,5,400000,,,,
maruti,alto,16,40000,petrol,manual,796,46.3,5,121000,,,,
maruti,swift dzire,7,40000,petrol,manual,1197,85.8,5,550000,,,,
hyundai,grand,3,10000,petrol,manual,1197,81.86,5,510000,,,,
maruti,baleno,3,10000,petrol,automatic,1197,83.1,5,800000,,,,
maruti,swift,2,30000,petrol,manual,1197,81.8,5,592000,,,,
honda,amaze,2,4717,petrol,automatic,1199,88.76,5,785000,,,,
maruti,ciaz,5,30000,petrol,manual,1373,91.1,5,625000,,,,
ford,ecosport,7,150000,diesel,manual,1498,89.84,5,470000,,,,
maruti,swift,4,90000,diesel,manual,1248,74.0,5,620000,,,,
honda,city,7,100000,diesel,manual,1498,98.6,5,570000,,,,
toyota,innova,2,46000,diesel,automatic,2755,171.5,7,1811000,,,,
toyota,camry,5,32000,petrol,automatic,2487,214.5,5,2300000,,,,
hyundai,creta,3,71000,diesel,manual,1582,126.2,5,1100000,,,,
ford,ecosport,6,61000,petrol,manual,1499,110.0,5,525000,,,,
honda,jazz,9,58000,petrol,manual,1198,88.8,5,320000,,,,
honda,jazz,5,23000,diesel,manual,1498,98.6,5,525000,,,,
maruti,alto,6,20000,petrol,manual,998,67.05,5,275000,,,,
hyundai,elantra,8,56000,diesel,automatic,1582,126.24,5,590000,,,,
maruti,baleno,5,33000,diesel,manual,1248,74.0,5,510000,,,,
mahindra,xuv500,9,100000,diesel,manual,2179,140.0,7,585000,,,,
hyundai,santro,10,174926,petrol,manual,1086,62.1,5,150000,,,,
maruti,swift dzire,7,60000,diesel,manual,1248,74.0,5,400000,,,,
honda,city,5,70333,petrol,manual,1497,117.3,5,700000,,,,
hyundai,i20,4,90000,petrol,manual,1197,81.83,5,500000,,,,
toyota,innova,9,25000,diesel,manual,2494,100.0,8,1050000,,,,
maruti,swift dzire,5,120000,diesel,manual,1248,74.0,5,568000,,,,
toyota,yaris,2,5000,petrol,automatic,1496,105.5,5,1000000,,,,
mahindra,scorpio,3,39000,diesel,manual,2179,140.0,7,1275000,,,,
hyundai,i20,6,25000,petrol,manual,1197,81.83,5,475000,,,,
skoda,superb,10,92000,petrol,manual,1798,157.8,5,350000,,,,
volkswagen,polo,7,51000,diesel,manual,1498,88.8,5,395000,,,,
bmw,3,9,54000,diesel,automatic,1995,187.74,5,825000,,,,
tata,tiago,4,35000,diesel,manual,1047,69.0,5,450000,,,,
maruti,celerio,3,24000,petrol,manual,998,67.04,5,495000,,,,
renault,duster,8,70000,diesel,manual,1461,108.45,5,500000,,,,
mahindra,scorpio,6,140000,diesel,manual,2179,120.0,7,900000,,,,
toyota,innova,8,387000,diesel,manual,2494,100.6,8,700000,,,,
maruti,vitara,4,36000,diesel,manual,1248,88.5,5,710000,,,,
tata,tiago,3,110000,petrol,manual,1199,84.0,5,400000,,,,
tata,tiago,4,1000,petrol,manual,1199,84.0,5,470000,,,,
maruti,vitara,3,24525,diesel,manual,1248,88.5,5,795000,,,,
honda,city,4,32440,petrol,manual,1497,117.6,5,785000,,,,
hyundai,i10,10,70000,petrol,manual,1086,68.05,5,250000,,,,
datsun,redigo,3,30000,petrol,manual,999,67.0,5,270000,,,,
volkswagen,vento,3,23268,diesel,manual,1498,108.6,5,914000,,,,
maruti,wagon r,8,67000,cng,manual,998,58.33,5,260000,,,,
renault,duster,6,150000,diesel,manual,1461,83.8,5,550000,,,,
toyota,innova,2,25000,diesel,automatic,2755,171.5,7,2225000,,,,
maruti,swift,3,50000,petrol,manual,1197,81.8,5,540000,,,,
mahindra,thar,5,40000,diesel,manual,2498,105.0,6,620000,,,,
audi,a4,7,56000,diesel,automatic,1968,147.51,5,1550000,,,,
honda,city,10,60000,petrol,manual,1497,118.0,5,350000,,,,
maruti,alto,5,10000,petrol,manual,998,67.05,5,300000,,,,
honda,city,7,110000,diesel,manual,1498,98.6,5,550000,,,,
mahindra,scorpio,2,30000,diesel,manual,2179,140.0,7,1270000,,,,
maruti,ertiga,2,20000,petrol,manual,1462,103.0,7,740000,,,,
mercedes-benz,gl-class,7,89000,diesel,automatic,2987,254.8,7,3450000,,,,
tata,tiago,3,15000,petrol,manual,1199,84.0,5,450000,,,,
hyundai,verna,4,15000,petrol,automatic,1591,121.3,5,750000,,,,
maruti,swift,6,90000,diesel,manual,1248,74.0,5,520000,,,,
maruti,swift,8,73695,petrol,manual,1197,85.8,5,345000,,,,
hyundai,i10,12,100000,petrol,manual,1086,68.05,5,215000,,,,
hyundai,verna,11,10000,petrol,manual,1599,103.2,5,370000,,,,
maruti,alto,7,14971,petrol,manual,796,47.3,5,230000,,,,
honda,city,2,16000,petrol,manual,1497,117.6,5,1075000,,,,
mahindra,bolero,6,50000,diesel,manual,2523,62.1,7,550000,,,,
ford,figo,3,64000,diesel,manual,1499,98.96,5,550000,,,,
tata,tigor,4,25000,diesel,manual,1047,69.0,5,600000,,,,
maruti,ciaz,6,37006,diesel,manual,1248,88.5,5,525000,,,,
maruti,wagon r,7,50000,petrol,manual,998,67.04,5,350000,,,,
maruti,swift dzire,12,94000,diesel,manual,1248,73.9,5,255000,,,,
mahindra,scorpio,6,93469,diesel,manual,2179,120.0,7,890000,,,,
mahindra,xuv500,3,20000,diesel,manual,2179,140.0,7,1500000,,,,
mercedes-benz,e-class,5,20000,diesel,automatic,2143,204.0,5,3000000,,,,
mahindra,bolero,8,35000,diesel,manual,2523,62.1,7,500000,,,,
maruti,wagon r,6,38546,petrol,manual,998,67.04,5,330000,,,,
skoda,rapid,4,18000,petrol,automatic,1598,103.2,5,850000,,,,
ford,figo,6,34500,petrol,manual,1196,70.0,5,335000,,,,
maruti,swift dzire,3,43000,petrol,automatic,1197,81.8,5,610000,,,,
maruti,baleno,3,20000,petrol,automatic,1197,83.1,5,834000,,,,
ford,figo,10,100000,diesel,manual,1399,68.0,5,170000,,,,
maruti,vitara,3,40000,diesel,manual,1248,88.5,5,900000,,,,
honda,city,7,120000,diesel,manual,1498,98.6,5,450000,,,,
maruti,ertiga,2,25000,petrol,automatic,1462,103.0,7,900000,,,,
volkswagen,vento,10,98000,petrol,manual,1598,103.6,5,360000,,,,
honda,jazz,5,66000,petrol,manual,1198,90.0,5,530000,,,,
bmw,x1,4,30000,diesel,automatic,1995,188.0,5,2700000,,,,
mahindra,bolero,6,60000,diesel,manual,2523,62.1,7,551000,,,,
mercedes-benz,c-class,9,41315,petrol,automatic,1796,186.0,5,1050000,,,,
hyundai,creta,3,60000,diesel,manual,1582,126.2,5,1000000,,,,
maruti,alto,17,80000,petrol,manual,796,46.3,5,80000,,,,
maruti,eeco,6,60000,cng,manual,1196,63.0,5,250000,,,,
maruti,wagon r,5,35000,petrol,manual,1197,81.8,5,390000,,,,
audi,q7,7,120000,diesel,automatic,2967,241.4,7,2400000,,,,
hyundai,verna,13,80000,petrol,manual,1599,103.2,5,130000,,,,
maruti,swift dzire,4,100000,diesel,manual,1248,74.0,5,450000,,,,
mercedes-benz,c-class,8,35400,diesel,automatic,2143,167.62,5,1385000,,,,
bmw,7,4,18000,diesel,automatic,2993,355.37,4,6900000,,,,
maruti,swift,5,37000,petrol,manual,1197,85.8,5,495000,,,,
honda,wr-v,4,10000,petrol,manual,1199,88.7,5,800000,,,,
renault,kwid,4,40000,petrol,manual,999,67.0,5,260000,,,,
maruti,alto,18,120000,petrol,manual,796,46.3,5,65000,,,,
hyundai,grand,5,60000,petrol,manual,1197,82.0,5,460000,,,,
